id,"title","author"
25886,"Lessons in the Art of Illuminating","W. J. Loftie"
25887,"Surgical Instruments in Greek and Roman Times","John Stewart Milne"
25888,"Chinese Mother Goose Rhymes","Various"
25889,"Daddy Long-Legs","Jean Webster"
25890,"Report of the Hoosac Tunnel and Troy and Greenfield Railroad, by the Joint Standing Committee of 1866.","Tappan Wentworth"
25891,"Sermon, Delivered Before His Excellency Edward Everett, Governor &c. on the Anniversary Election, January 2, 1839","Mark Hopkins"
25892,"Robinson Crusoe's Money;","David A. Wells"
25893,"The Dynasts","Thomas Hardy"
25894,"In The Saddle","Oliver Optic"
25895,"Miss Hildreth, Volume 1 of 3","Augusta de Grasse Stevens"
25896,"Miss Hildreth, Volume 2 of 3","Augusta de Grasse Stevens"
25897,"Miss Hildreth, Volume 3 of 3","Augusta de Grasse Stevens"
25898,"The Place of Dragons","William Le Queux"
25899,"Plato and the Other Companions of Sokrates, 3rd ed. Volume I (of 4)","George Grote"
25900,"Plato and the Other Companions of Sokrates, 3rd ed. Volume II (of 4)","George Grote"
25901,"Plato and the Other Companions of Sokrates, 3rd ed. Volume III (of 4)","George Grote"
25902,"Plato and the Other Companions of Sokrates, 3rd ed. Volume IV (of 4)","George Grote"
25903,"Plato's Doctrine respecting the rotation of the Earth and Aristotle's Comment upon that Doctrine","George Grote"
25904,"What the Animals Do and Say","Eliza Lee Follen"
25905,"A Day with Browning","Anonymous"
25906,"A Day with William Shakespeare","Maurice Clare"
25907,"A Day with the Poet Tennyson","Anonymous"
25908,"The Spirit of God As Fire","D. Mortimore"
25909,"The Union: Or, Select Scots and English Poems","Various"
25910,"The Life of John Marshall Volume 3 of 4","Albert J. Beveridge"
25911,"Red Palmer: A Practical Treatise on Fly Fishing","James Tayler"
25912,"Pond and Stream","Arthur Ransome"
25913,"The Child's Book of the Seasons","Arthur Ransome"
25914,"The Woman with One Hand (and) Mr. Ely's Engagement","Richard Marsh"
25915,"Omoo: Adventures in the South Seas","Herman Melville"
25916,"Violet Forster's Lover","Richard Marsh"
25917,"Under One Flag","Richard Marsh"
25918,"The Twickenham Peerage","Richard Marsh"
25919,"Tom Ossington's Ghost","Richard Marsh"
25920,"Frivolities","Richard Marsh"
25921,"Master of Men","E. Phillips Oppenheim"
25922,"Comparative Studies in Nursery Rhymes","Lina Eckenstein"
25923,"The Real Jesus of the Four Gospels","J. B. Atwater"
25924,"Animal Intelligence","George J. Romanes"
25925,"The Garden of Survival","Algernon Blackwood"
25926,"Hurlbut's Life of Christ For Young and Old","Jesse Lyman Hurlbut"
25927,"Indian Home Rule","M. K. Gandhi"
25928,"It Was the Road to Jericho","Annie Fellows Johnston"
25929,"The Little Colonel's Holidays","Annie Fellows Johnston"
25930,"The Mystery of Lincoln's Inn","Robert Machray"
25931,"Just Irish","Charles Battell Loomis"
25932,"Indian and Scout","F. S. Brereton"
25933,"The Barnet Book of Photography","Various"
25934,"An Historical Summary of the Post Office in Scotland","T. B. Lang"
25935,"Expositor's Bible: The Book of Job","Robert Watson"
25936,"Alamo Ranch","Sarah Warner Brooks"
25937,"The History of Creation, Vol. I (of 2)","Ernst Haeckel"
25938,"The History of Creation, Vol. II (of 2)","Ernst Haeckel"
25939,"The life and writings of Henry Fuseli, Volume III (of 3)","Henry Fuseli"
25940,"The Indian in his Wigwam","Henry R. Schoolcraft"
25941,"Children of the Dawn","Elsie Finnimore Buckley"
25942,"With Fire and Sword","Samuel H. M. Byers"
25943,"In the Foreign Legion","Erwin Rosen"
25944,"The Talkative Wig","Eliza Lee Follen"
25945,"The Quest of the Four","Joseph A. Altsheler"
25946,"Concerning Children","Charlotte Perkins Gilman"
25947,"The Meaning of Faith","Harry Emerson Fosdick"
25948,"These Twain","Arnold Bennett"
25949,"Black Star's Campaign","Johnston McCulley"
25950,"The Missing Link in Modern Spiritualism","A. Leah Underhill"
25951,"Happy-go-lucky","Ian Hay"
25952,"The Story of an Ancient Parish","H. R. Coulthard"
25953,"Piccolissima","Eliza Lee Follen"
25954,"The White Canoe","Alan Sullivan"
25955,"The Red Lottery Ticket","Fortune Du Boisgobey"
25956,"Sylvie: souvenirs du Valois","Gerard de Nerval"
25957,"The King of Diamonds","Louis Tracy"
25958,"The Ordeal of Elizabeth","Elizabeth Von Arnim"
25959,"The Prairie Schooner","William Francis Hooker"
25960,"Curiosities of Civilization","Andrew Wynter"
25961,"Abridgment of the Debates of Congress, from 1789 to 1856, Vol. I (of 16)","Thomas Hart Benton"
25962,"Adventures and Letters","Richard Harding Davis"
25963,"Mates at Billabong","Mary Grant Bruce"
25964,"Leatherface","Baroness Orczy"
25965,"The Blower of Bubbles","Arthur Beverley Baxter"
25966,"The Brownies and Prince Florimel","Palmer Cox"
25967,"History of the State of California","John T. Frost"
25968,"Ginger-Snaps","Fanny Fern"
25969,"Scurvy Past and Present","Alfred Fabian Hess"
25970,"The Challenge of the Dead","Stephen Graham"
25971,"True Stories of Girl Heroines","Evelyn Everett-Green"
25972,"Punch, or the London Charivari, Vol. 107, July 28th 1894","Various"
25973,"Lady Bridget in the Never-Never Land","Rosa Praed"
25974,"The Watcher","J. Sheridan Le Fanu"
25975,"Commander Lawless V.C.","Rolf Bennett"
25976,"Danes, Saxons and Normans","John G. Edgar"
25977,"Minority Report of the Committee on Railways in Relation to the Hoosac Tunnel and the Railroads","Erastus Payson Carpenter"
25978,"A Bottle in the Smoke","Milne Rae"
25979,"The Captain of the Janizaries","James M. Ludlow"
25980,"An Address to the Inhabitants of the Colonies, Established in New South Wales and Norfolk Island.","Richard Johnson"
25981,"The Soul Stealer","Cyril Arthur Edward Ranger Gull"
25982,"An Etymological Dictionary of the Scottish Language","John Jamieson"
25983,"Yorkshire Family Romance","Frederick Ross"
25984,"Kathie's Soldiers","Amanda Minnie Douglas"
25985,"The Chronicles of Rhoda","Florence Tinsley Cox"
25986,"In League with Israel","Annie F. Johnston"
25987,"The Complete Works of Nathaniel Hawthorne, Appendix to Volume XII: Tales, Sketches, and other Papers by Nathaniel Hawthorne with a Biographical Sketch by George Parsons Lathrop","George Parsons Lathrop"
25988,"Nuttie's Father","Charlotte M. Yonge"
25989,"A Century in the Comptroller's Office, State of New York, 1797 to 1897","James A. Roberts"
25990,"Portrait Miniatures","George C. Williamson"
25991,"The Life of John Marshall Volume 4 of 4","Albert J. Beveridge"
25992,"Talks about Flowers.","M. D. Wellcome"
25993,"They Who Knock at Our Gates","Mary Antin"
25994,"Whittaker & Co.'s List of Classical, Educational and Technical Works","Whittaker & Co."
25995,"The History of Chivalry","G. P. R. James"
25996,"Encyclopaedia Britannica, 11th Edition, Volume 14, Slice 1","Various"
25997,"A Lost Cause","Cyril Arthur Edward Ranger Gull"
25998,"A Lady's Visit to the Gold Diggings of Australia in 1852-53.","Mrs. Charles (Ellen) Clacey"
25999,"The Complete Opera Book","Gustav Kobbe"
26000,"Brother Against Brother","John Roy Musick"
26001,"The Baptist Magazine, Vol. 27, June 1835","Various"
26002,"The Splendid Fairing","Constance Holme"
26003,"A Fortune Hunter; Or, The Old Stone Corral","John Dunloe Carteret"
26004,"The Rival Campers Afloat","Ruel Perley Smith"
26005,"The Rival Campers","Ruel Perley Smith"
26006,"The Private Life of the Romans","Harold Whetstone Johnston"
26007,"The Future of the Colored Race in America","William Aikman"
26008,"Plain English","Marian Wharton"
26009,"The Queen Bee and Other Nature Stories","Carl Ewald"
26010,"Journal of a Horticultural Tour through Germany, Belgium, and part of France, in the Autumn of 1835","James Forbes"
26011,"No Man's Island","Herbert Strang"
26012,"The Lord's Coming","C. H. (Charles Henry) Mackintosh"
26013,"Huntley","Tony P. Wrenn"
26014,"The Gueguence; A Comedy Ballet in the Nahuatl-Spanish Dialect of Nicaragua","Daniel G. Brinton"
26015,"Two Festivals","Eliza Lee Follen"
26016,"The Bee's Bayonet","Edwin Alfred Watrous"
26017,"Snowflakes","Esther Nelson Karn"
26018,"Captain Calamity","Rolf Bennett"
26019,"A Yankee in the Far East","George Hoyt Allen"
26020,"Moth and Rust","Mary Cholmondeley"
26021,"The Mercenary","W. J. Eccott"
26022,"Tales of Mean Streets","Arthur Morrison"
26023,"Marius the Epicurean, Volume One","Walter Horatio Pater"
26024,"The Chronicles of Count Antonio","Anthony Hope"
26025,"The Angel","Cyril Arthur Edward Ranger Gull"
26026,"The Flying Bo'sun","Arthur Mason"
26027,"The Other Side of the Sun","Evelyn Sharp"
26028,"The Ranche on the Oxhide","Henry Inman"
26029,"The Great Commission","C. H. (Charles Henry) Mackintosh"
26030,"Smiles","Alice Lewis Richards"
26031,"In the Land of Temples","Joseph Pennell"
26032,"Memoir of Hendrick Zwaardecroon, commandeur of Jaffnapatam","Hendrick Zwaardecroon"
26033,"Marius the Epicurean, Volume Two","Walter Horatio Pater"
26034,"A General History of the Pyrates:","Daniel Defoe"
26035,"The Secret Service Submarine","Cyril Arthur Edward Ranger Gull"
26036,"Notes and Queries, Vol. V, Number 115, January 10, 1852","Various"
26037,"The God in the Car","Anthony Hope"
26038,"Lancashire","Leo H. (Leo Hartley) Grindon"
26039,"Comrades on River and Lake","Ralph Victor"
26040,"Billie Bradley and Her Classmates","Janet D. Wheeler"
26041,"Yellowstone Nights","Herbert Quick"
26042,"The Katha Sarit Sagara","Somadeva Bhatta"
26043,"A Brief History of Wood-engraving from Its Invention","Joseph Cundall"
26044,"Miscellaneous Studies: A Series of Essays","Walter Horatio Pater"
26045,"A Century of Science and Other Essays","John Fiske"
26046,"Alexander Hamilton","Charles A. Conant"
26047,"The Little Spanish Dancer","Madeline Brandeis"
26048,"School-Room Humour","Dr. MacNamara"
26049,"Into the Highways and Hedges","F. F. Montresor (Frances Frederica)"
26050,"Notes on the book of Exodus","C. H. (Charles Henry) Mackintosh"
26051,"Miniature essays: Igor Stravinsky","Anonymous"
26052,"Children of Christmas and Others","Edith M. Thomas"
26053,"Punch, or the London Charivari, Volume 93, December 31, 1887","Various"
26054,"Appreciations of Richard Harding Davis","Various"
26055,"Over the Border","Herman Whitaker"
26056,"The Root of All Evil","J. S. Fletcher"
26057,"Art in America","Samuel Greene Wheeler (S.G.W.) Benjamin"
26058,"The Motor Boat Club at Nantucket","H. Irving Hancock"
26059,"The Legal Position of the Clergy","P. V. Smith"
26060,"Excuse Me!","Rupert Hughes"
26061,"Mitz and Fritz of Germany","Madeline Brandeis"
26062,"Memoir of Rev. Joseph Badger","Elihu G. Holland"
26063,"The Fifteen Decisive Battles of The World From Marathon to Waterloo","Edward Creasy"
26064,"Notes on the Book of Leviticus","C. H. Mackintosh"
26065,"Prince Charlie","Burford Delannoy"
26066,"Harper's New Monthly Magazine, No. VII, December 1850, Vol. II","Various"
26067,"Arguments before the Committee on Patents of the House of Representatives, conjointly with the Senate Committee on Patents, on H.R. 19853, to amend and consolidate the acts respecting copyright","United States Committee on Patents"
26068,"Gabrielle of the Lagoon","A. Safroni-Middleton"
26069,"A History of the Reformation (Vol. 1 of 2)","Thomas M. Lindsay"
26070,"Fiends, Ghosts, and Sprites","John Nettin Radcliffe"
26071,"The Teaching and Cultivation of the French Language in England during Tudor and Stuart Times","Kathleen Lambley"
26072,"The Surprises of Life","Georges Clemenceau"
26073,"Camilla","Fanny Burney"
26074,"Hilda's Mascot","Mary E. Ireland"
26075,"Little Tony of Italy","Madeline Brandeis"
26076,"Stories from Virgil","Alfred J. Church"
26077,"Private Sex Advice to Women","R. B. Armitage"
26078,"Punch, or the London Charivari, Volume 93, December 24, 1887","Various"
26079,"The Iron Ration","George Abel Schreiner"
26080,"Punch, or the London Charivari, Volume 93, December 17, 1887","Various"
26081,"British Castles","Charles H. Ashdown"
26082,"In the Roar of the Sea","Sabine Baring-Gould"
26083,"Punch, or the London Charivari, Vol. 105 December 23rd, 1893","Various"
26084,"Punch, or the London Charivari, Vol. 105 December 30, 1893","Various"
26085,"The Gentle Shepherd: A Pastoral Comedy","Allan Ramsay"
26086,"Moonbeams From the Larger Lunacy","Stephen Leacock"
26087,"The Following of the Star","Florence L. Barclay"
26088,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 8","Various"
26089,"Notes and Queries, Vol. V, Number 116, January 17, 1852","Various"
26090,"The Life of Johannes Brahms (Vol 1 of 2)","Florence May"
26091,"The Life of Johannes Brahms (Vol 2 of 2)","Florence May"
26092,"Punch, or the London Charivari, Vol. 93, November 26, 1887 ","Various"
26093,"Little Greta of Denmark","Bernadine Bailey"
26094,"On the Lightship","Herman Knickerbocker Viele"
26095,"Thirty Canadian V. Cs., 23d April 1915 to 30th March 1918","Theodore Goodridge Roberts"
26096,"Side-lights on Astronomy and Kindred Fields of Popular Science","Simon Newcomb"
26097,"Christmas Roses and Other Stories","Anne Douglas Sedgwick"
26098,"The Hypocrite","Cyril Arthur Edward Ranger Gull"
26099,"A Guide to the Scientific Knowledge of Things Familiar","Ebenezer Cobham Brewer"
26100,"A Will and No Will or A Bone for the Lawyers. (1746) The New Play Criticiz'd, or the Plague of Envy (1747)","Charles Macklin"
26101,"A System of Midwifery","Edward Rigby"
26102,"The Key to the Bronte Works","John Malham-Dembleby"
26103,"Little Johannes","Frederik van Eeden"
26104,"The Quest","Frederik van Eeden"
26105,"With God in the Yellowstone","Alma White"
26106,"Wild Apples","Henry David Thoreau"
26107,"The Interpreter","G. J. Whyte-Melville"
26108,"A Daughter of the Rich","M. E. Waller"
26109,"Salona, Fairfax County, Virginia","Ellen Anderson"
26110,"Two on the Trail","E. E. Cowper"
26111,"The Wee Scotch Piper","Madeline Brandeis"
26112,"Studies in Logical Theory","John Dewey"
26113,"Missing at Marshlands","Cleo Garis"
26114,"The Mystery of Jockey Hollow","Cleo Garis"
26115,"A Quarter-Back's Pluck","Lester Chadwick"
26116,"Frederick the Great and His Court","L. M?hlbach"
26117,"Makers of Modern Agriculture","William Macdonald"
26118,"Synopsis of Jewish History","Henry A. Henry"
26119,"The White Virgin","George Manville Fenn"
26120,"The Tiger Lily","George Manville Fenn"
26121,"Sawn Off","George Manville Fenn"
26122,"Nurse Elisia","George Manville Fenn"
26123,"This Man's Wife","George Manville Fenn"
26124,"Lives of Illustrious Shoemakers","William Edward Winks"
26125,"Notes and Queries, Vol. V, Number 117, January 24, 1852","Various"
26126,"History of the Origin, Formation, and Adoption of the Constitution of the United States, Vol. 2","George Ticknor Curtis"
26127,"West Indian Fables by James Anthony Froude Explained by J. J. Thomas","J. J. (John Jacob) Thomas"
26128,"The Greville Memoirs (Third Part) Volume II (of II)","Charles Cavendish Fulke Greville"
26129,"Lulu's Library, Volume I (of 3)","Louisa M. Alcott"
26130,"Lulu's Library, Volume III (of 3)","Louisa M. Alcott"
26131,"The American Horsewoman","Elizabeth Karr"
26132,"Demonology and Devil-lore","Moncure Daniel Conway"
26133,"The School Friends","W.H.G. Kingston"
26134,"Off to Sea","W.H.G. Kingston"
26135,"The Dawn of Canadian History: A Chronicle of Aboriginal Canada","Stephen Leacock"
26136,"Roger Kyffin's Ward","W.H.G. Kingston"
26137,"Kidnapping in the Pacific","W.H.G. Kingston"
26138,"Foxholme Hall","W.H.G. Kingston"
26139,"Arctic Adventures","W.H.G. Kingston"
26140,"Who Goes There!","Robert W. Chambers"
26141,"Sport Royal","Anthony Hope"
26142,"Address to the People of the United States, together with the Proceedings and Resolutions of the Pro-Slavery Convention of Missouri","Unknown"
26143,"A Childhood in Brittany Eighty Years Ago","Anne Douglas Sedgwick"
26144,"The Reporter Who Made Himself King","Richard Harding Davis"
26145,"The Master Builder","Henrik Ibsen"
26146,"Dandy Dick","Arthur Pinero"
26147,"The Book of the Aquarium and Water Cabinet","Shirley Hibberd"
26148,"Gretchen","Mary J. Holmes"
26149,"The Life of Daniel De Foe","George Chalmers"
26150,"Franklin","John Bigelow"
26151,"Tom Wallis","Louis Becke"
26152,"An Introduction to the History of Science","Walter Libby"
26153,"Beast and Man in India","John Lockwood Kipling"
26154,"Facts and Figures Concerning the Hoosac Tunnel","John J. Piper"
26155,"Monsieur Lecoq, v.1","Emile Gaboriau"
26156,"A Summer's Outing","Carter H. Harrison"
26157,"The Harmsworth Magazine, Vol. 1, 1898-1899, No. 6","Various"
26158,"The Spell of Belgium","Isabel Anderson"
26159,"Notes and Queries, Vol. V, Number 118, January 31, 1852","Various"
26160,"The Story of a Round-House and Other Poems","John Masefield"
26161,"Atlantic Narratives","Mary Antin"
26162,"Dodo Wonders","E. F. Benson"
26163,"Dan Carter and the Cub Honor","Mildred A. Wirt"
26164,"Dan Carter and the Great Carved Face","Mildred A. Wirt"
26165,"The Battle of Life","Charles Dickens"
26166,"The Orchard Secret","Cleo Garis"
26167,"Through Welsh Doorways","Jeannette Augustus Marks"
26168,"Notes on the Bibliography of Yucatan and Central America","Adolph Francis Bandelier"
26169,"Old Scrooge: A Christmas Carol in Five Staves.","Charles A. Scott"
26170,"Selected List of Swan Sonnenschein & Co.'s Publications","Swan Sonnenschein & Co."
26171,"Tenting on the Plains","Elizabeth B. Custer"
26172,"The Socialist","Cyril Arthur Edward Ranger Gull"
